,GeoFIPS,GeoName,county_name,state_alpha,GDP_PI_2001,GDP_PI_2002,GDP_PI_2003,GDP_PI_2004,GDP_PI_2005,GDP_PI_2006,GDP_PI_2007,GDP_PI_2008,GDP_PI_2009,GDP_PI_2010,GDP_PI_2011,GDP_PI_2012,GDP_PI_2013,GDP_PI_2014,GDP_PI_2015,GDP_PI_2016,GDP_PI_2017,GDP_PI_2018,GDP_PI_2019,GDP_PI_2020,GDP_PI_2021,GDP_PI_2022,GDP_PI_2023,GDP_PI_2024
1593,29197,"Schuyler, MO",Schuyler,MO,36199,42972,40295,42066,37172,37120,41076,43677,49424,53666,64109,49847,62309,60982,56825,48909,56627,61555,68993,72569,121096,141351,169314,158875
1594,29199,"Scotland, MO",Scotland,MO,58648,59499,68689,79518,71760,78987,89918,83765,100056,94456,105065,124875,128301,132954,95455,92038,99249,79389,112570,120469,141972,175353,199535,189202
1595,29201,"Scott, MO",Scott,MO,775080,798061,839863,943205,958899,1054515,1048474,1239265,1074672,1095102,1147871,1221979,1328124,1391118,1351717,1410985,1455854,1446350,1501431,1516845,1683373,1863478,1939631,2020473
1596,29203,"Shannon, MO",Shannon,MO,80217,84980,86851,92529,93044,91056,86759,85316,78590,83468,87648,94423,98641,102447,103686,105472,105340,109082,111413,117746,131844,147086,160193,165369
1597,29205,"Shelby, MO",Shelby,MO,112696,93935,111613,169740,139756,211271,146804,141475,153089,154605,176036,148390,176333,165251,120772,117470,125036,128664,124769,149287,178159,195115,207536,175669
1598,29207,"Stoddard, MO",Stoddard,MO,568889,590409,706383,710588,729989,737453,739295,843218,785733,855121,986976,937361,1150398,1021474,986555,1013769,930168,871232,930672,974268,1197351,1257692,1298125,1359424
1599,29209,"Stone, MO",Stone,MO,391194,381374,404955,417938,429086,442492,489069,501763,493029,507596,487564,480924,513172,547520,583431,615802,621308,675602,704634,662351,770300,875875,992945,1036882
1600,29211,"Sullivan, MO",Sullivan,MO,153672,151790,146406,206099,229194,264819,288858,318120,282713,276164,313996,310404,366706,468313,223820,208064,288522,332367,439937,460331,478454,412525,554986,579885
1601,29213,"Taney, MO",Taney,MO,1220515,1266441,1308278,1308261,1438214,1511524,1683103,1736131,1702622,1822767,1814839,1917260,2052624,2085601,2175241,2231626,2269716,2422286,2531611,2216976,2675103,3059013,3364908,3481849
1602,29215,"Texas, MO",Texas,MO,266394,274472,281205,303360,314630,306373,299515,305397,298524,319833,329695,331641,421852,513213,451203,374135,374771,385672,395140,412435,446346,503610,542052,583974
1603,29217,"Vernon, MO",Vernon,MO,329341,320795,347802,384407,387507,404379,432487,489477,513641,579426,591099,711146,832834,925033,764746,695840,727415,739280,722350,725177,807399,887340,1011386,1011239
1604,29219,"Warren, MO",Warren,MO,349934,369766,390684,426657,449623,469478,481026,516107,500958,560210,615558,601604,621311,682813,693301,711786,719715,774361,832013,807374,876737,950629,1037732,1108781
1605,29221,"Washington, MO",Washington,MO,189264,189560,196171,205294,226837,224472,246794,246448,248917,258581,262394,292888,297071,285989,288948,279384,283617,304566,303500,310989,360251,382446,420697,447778
1606,29223,"Wayne, MO",Wayne,MO,115449,129729,133429,146643,156867,145248,150724,155120,157885,165764,171855,179988,178396,182609,194385,200631,187436,180480,186734,181947,201777,204967,214939,214449
1607,29225,"Webster, MO",Webster,MO,357271,377681,409052,457042,486901,512151,501047,510395,488964,538654,546607,535980,527101,563666,558064,573484,587078,636125,697100,738192,860085,907791,1041793,1125347
1608,29227,"Worth, MO",Worth,MO,25593,28654,27609,32991,31318,29755,26118,26033,37008,41478,39609,55032,55934,64229,53553,32051,38211,40189,48479,41627,43697,46637,59460,61829
1609,29229,"Wright, MO",Wright,MO,214852,222222,223360,245849,258613,253014,247315,259134,246951,281700,300010,296767,291422,312457,305123,290906,286994,283525,284815,323586,409981,446344,489949,507577
1610,29510,"St. Louis (Independent City), MO",St. Louis (Independent City),MO,18248580,18871966,19427519,20486171,21151635,22002984,23046176,26157156,23920536,23974205,23894601,25475672,25734853,25421187,25589265,25197272,25320490,26570733,27563854,26387259,28826107,31648889,34522311,36065042
1611,30001,"Beaverhead, MT",Beaverhead,MT,173694,155701,171565,197917,235520,224767,237547,240009,248026,240960,267874,263061,302583,341812,351396,334071,296612,300401,353923,351718,358444,466851,491174,570001
1612,30003,"Big Horn, MT",Big Horn,MT,223113,198107,249053,303422,370050,402443,452104,568944,487361,477469,523710,552935,858900,879556,850590,639809,730921,812989,743264,713849,692457,1021934,1020569,1102667
1613,30005,"Blaine, MT",Blaine,MT,72680,61776,74884,96721,111017,84720,124440,114146,146855,146602,143891,143091,154645,157451,143678,100436,106353,129361,122663,118392,133584,188596,194454,160629
1614,30007,"Broadwater, MT",Broadwater,MT,64213,69825,62615,71998,75156,68116,87642,127327,109257,104637,107134,95767,124420,129385,138127,154899,153017,159006,173906,174889,201503,224617,261780,280954
1615,30009,"Carbon, MT",Carbon,MT,119098,118631,128269,151258,151360,162695,161526,156745,159413,164555,168710,215962,240882,268686,301420,314593,320859,329978,343329,321746,370819,394095,436077,469219
1616,30011,"Carter, MT",Carter,MT,26966,14682,17716,18275,26766,16407,26164,17513,15785,16599,23819,56625,55120,85321,82350,77715,46417,35664,32873,39613,30247,48086,45050,83813
1617,30013,"Cascade, MT",Cascade,MT,1558537,1632052,1667681,1815968,2073349,2124304,2260160,2223209,2241590,2350647,2465031,2537207,2526578,2564353,2717634,2699027,2906843,3073927,3070888,3038772,3379291,4172487,4474929,4650513
1618,30015,"Chouteau, MT",Chouteau,MT,48508,80466,119036,114240,104155,118716,166499,187606,80313,145201,197940,201704,200253,151219,137917,106532,174731,243440,254518,258351,200691,386490,402077,268369
1619,30017,"Custer, MT",Custer,MT,188281,191990,210853,223240,240269,256057,284095,275236,279175,318055,335028,377620,418920,450372,465836,401076,391033,389697,402539,402651,452656,530839,520005,583483
1620,30019,"Daniels, MT",Daniels,MT,51814,57809,49088,58030,53938,53274,70361,42761,65591,124715,72595,146195,111310,87072,74663,78124,87671,86600,93361,108964,119760,127765,110685,113844
1621,30021,"Dawson, MT",Dawson,MT,187631,178849,191236,190728,223502,224610,254697,261983,251961,290587,294043,341676,387614,408806,376528,389934,371311,397573,368383,366656,420151,454496,452101,458585
1622,30023,"Deer Lodge, MT",Deer Lodge,MT,104155,114778,117822,122460,129652,133995,146428,156062,154692,171181,185602,186088,202894,198630,201262,203255,203078,205867,221980,223140,248529,305600,345624,351253
1623,30025,"Fallon, MT",Fallon,MT,82450,87476,114795,140281,198008,213321,231089,291861,235047,255373,292322,345548,329468,316289,230368,179106,190932,189302,175471,144423,172453,213267,207467,201053
1624,30027,"Fergus, MT",Fergus,MT,209100,195744,219314,229775,246669,224066,276427,271718,250409,294395,286455,328289,357832,358148,366725,377565,467727,454103,466855,455668,532054,575755,603607,688935
1625,30029,"Flathead, MT",Flathead,MT,1756549,1839569,1970553,2151098,2436443,2700184,2875285,2800297,2568030,2693492,2728286,2809505,3053462,3254397,3536586,3756116,3801243,3966038,4092322,4270997,5063268,5708867,6175559,6641016
1626,30031,"Gallatin, MT",Gallatin,MT,1448718,1581069,1809464,2168224,2473030,2778178,2977503,3011840,2866070,2922809,3191256,3405143,3661649,3966538,4300015,4610888,4998077,5462269,6028288,6328032,7612531,8771344,10030291,10822460
1627,30033,"Garfield, MT",Garfield,MT,26438,14600,26710,23065,32830,17377,30034,23055,18385,38336,37945,46711,37551,46428,51681,27553,25138,31142,23694,29177,29713,57599,50984,32084
1628,30035,"Glacier, MT",Glacier,MT,151968,156301,155392,193576,206102,234016,207173,269161,274829,227406,266754,289337,288050,292752,269023,264299,193889,288388,294335,252216,225531,364371,423815,410854
1629,30037,"Golden Valley, MT",Golden Valley,MT,7251,13197,8244,8682,10364,16673,13957,23058,15947,15199,20646,19752,28213,22390,26823,20817,19289,20922,21470,22960,18226,28929,32008,28057
1630,30039,"Granite, MT",Granite,MT,35603,43327,38491,38849,39020,45037,45153,45833,44789,51146,62729,63451,75299,83004,80143,77912,80531,83964,94264,82829,105640,117368,135190,143660
1631,30041,"Hill, MT",Hill,MT,272695,302246,356553,383113,398983,391864,439554,497576,430457,479936,576549,537722,556924,526417,585746,496173,521450,616705,619744,599759,553722,797596,839930,719225
1632,30043,"Jefferson, MT",Jefferson,MT,122125,140025,134988,147466,159516,164659,187539,196989,182518,184961,211612,202754,227377,225832,229780,215497,213291,212841,220545,207005,229559,249609,297418,320228
1633,30045,"Judith Basin, MT",Judith Basin,MT,27238,24349,23792,39017,41521,30193,49588,53860,47496,65815,71674,91925,70062,90056,105376,105147,84027,88774,89888,96766,75970,116662,120434,125429
1634,30047,"Lake, MT",Lake,MT,336846,367383,369882,398660,420664,448193,471199,469774,477579,529943,513847,506576,525638,560828,590703,582746,614768,617170,654920,711599,834433,842211,982914,1062838
1635,30049,"Lewis and Clark, MT",Lewis and Clark,MT,1187260,1256963,1268872,1352872,1586839,1752199,1842866,1844289,1998609,2329315,2420485,2290937,2140879,2173627,2264842,2315399,2398631,2474798,2699207,2792462,3103258,3547654,4011309,4315004
1636,30051,"Liberty, MT",Liberty,MT,24089,33625,56390,45766,54892,73839,86881,89569,92649,97634,77888,99442,121146,112148,122413,102568,76406,173192,202516,199278,238301,324195,328823,313199
1637,30053,"Lincoln, MT",Lincoln,MT,243552,270867,274970,290223,318823,350250,387850,394804,380173,415863,420729,428200,414674,435512,434732,469923,461059,488137,483909,509471,542618,652201,662501,725852
1638,30055,"McCone, MT",McCone,MT,48924,36966,55889,53024,53956,43381,70857,59649,48692,94580,78726,106736,111022,81096,83733,92205,88075,96200,91302,95008,107844,120222,99346,141499
1639,30057,"Madison, MT",Madison,MT,125589,162070,149148,160614,237214,307128,306857,297215,258422,253284,305807,264432,314022,350398,382620,380903,386030,431875,491812,500309,580336,679244,694563,603753
