,state_code,county_code,county_sub_code,cntyname,town_name,hud_areaname,fips,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,hud_area_code,pop2023,state_alpha,year,population,cbsasub21,county,cousub,pop2017,hu2017,cbsasub20,cbsasub19,pop2010,hu2010,cbsasub18,areaname18,cbsasub,pop,fmr_area,msa,stco,fmrtype,statename,fmrarea,id_agis2,pop2020,areaname22,cbsasub22
81587,36.0,,,Nassau County,,"Nassau--Suffolk, NY PMSA",,954.0,1097.0,1292.0,1743.0,1915.0,,,NY,2005,,,59.0,,,,,,,,,,,1334544.0,5380.0,5380.0,36059.0,,,,,,,
81588,36.0,,,Suffolk County,,"Nassau--Suffolk, NY PMSA",,954.0,1097.0,1292.0,1743.0,1915.0,,,NY,2005,,,103.0,,,,,,,,,,,1419369.0,5380.0,5380.0,36103.0,,,,,,,
81604,36.0,,,Bronx County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,5.0,,,,,,,,,,,1332650.0,5600.0,5600.0,36005.0,,,,,,,
81605,36.0,,,Kings County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,47.0,,,,,,,,,,,2465326.0,5600.0,5600.0,36047.0,,,,,,,
81606,36.0,,,New York County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,61.0,,,,,,,,,,,1537195.0,5600.0,5600.0,36061.0,,,,,,,
81607,36.0,,,Putnam County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,79.0,,,,,,,,,,,95745.0,5600.0,5600.0,36079.0,,,,,,,
81608,36.0,,,Queens County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,81.0,,,,,,,,,,,2229379.0,5600.0,5600.0,36081.0,,,,,,,
81609,36.0,,,Richmond County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,85.0,,,,,,,,,,,443728.0,5600.0,5600.0,36085.0,,,,,,,
81610,36.0,,,Rockland County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,87.0,,,,,,,,,,,286753.0,5600.0,5600.0,36087.0,,,,,,,
81611,36.0,,,Westchester County,,"New York, NY PMSA",,916.0,988.0,1102.0,1379.0,1428.0,,,NY,2005,,,119.0,,,,,,,,,,,923459.0,5600.0,5600.0,36119.0,,,,,,,
81618,36.0,,,Orange County,,"Newburgh, NY--PA PMSA",,718.0,812.0,993.0,1233.0,1309.0,,,NY,2005,,,71.0,,,,,,,,,,,341367.0,5660.0,5660.0,36071.0,,,,,,,
81747,36.0,,,Genesee County,,"Rochester, NY MSA",,540.0,597.0,726.0,889.0,938.0,,,NY,2005,,,37.0,,,,,,,,,,,60370.0,6840.0,6840.0,36037.0,,,,,,,
81748,36.0,,,Livingston County,,"Rochester, NY MSA",,540.0,597.0,726.0,889.0,938.0,,,NY,2005,,,51.0,,,,,,,,,,,64328.0,6840.0,6840.0,36051.0,,,,,,,
81749,36.0,,,Monroe County,,"Rochester, NY MSA",,540.0,597.0,726.0,889.0,938.0,,,NY,2005,,,55.0,,,,,,,,,,,735343.0,6840.0,6840.0,36055.0,,,,,,,
81750,36.0,,,Ontario County,,"Rochester, NY MSA",,540.0,597.0,726.0,889.0,938.0,,,NY,2005,,,69.0,,,,,,,,,,,100224.0,6840.0,6840.0,36069.0,,,,,,,
81751,36.0,,,Orleans County,,"Rochester, NY MSA",,540.0,597.0,726.0,889.0,938.0,,,NY,2005,,,73.0,,,,,,,,,,,44171.0,6840.0,6840.0,36073.0,,,,,,,
81752,36.0,,,Wayne County,,"Rochester, NY MSA",,540.0,597.0,726.0,889.0,938.0,,,NY,2005,,,117.0,,,,,,,,,,,93765.0,6840.0,6840.0,36117.0,,,,,,,
81873,36.0,,,Cayuga County,,"Syracuse, NY MSA",,577.0,578.0,693.0,894.0,991.0,,,NY,2005,,,11.0,,,,,,,,,,,81963.0,8160.0,8160.0,36011.0,,,,,,,
81874,36.0,,,Madison County,,"Syracuse, NY MSA",,577.0,578.0,693.0,894.0,991.0,,,NY,2005,,,53.0,,,,,,,,,,,69441.0,8160.0,8160.0,36053.0,,,,,,,
81875,36.0,,,Onondaga County,,"Syracuse, NY MSA",,577.0,578.0,693.0,894.0,991.0,,,NY,2005,,,67.0,,,,,,,,,,,458336.0,8160.0,8160.0,36067.0,,,,,,,
81876,36.0,,,Oswego County,,"Syracuse, NY MSA",,577.0,578.0,693.0,894.0,991.0,,,NY,2005,,,75.0,,,,,,,,,,,122377.0,8160.0,8160.0,36075.0,,,,,,,
81902,36.0,,,Herkimer County,,"Utica--Rome, NY MSA",,474.0,475.0,572.0,712.0,803.0,,,NY,2005,,,43.0,,,,,,,,,,,64427.0,8680.0,8680.0,36043.0,,,,,,,
81903,36.0,,,Oneida County,,"Utica--Rome, NY MSA",,474.0,475.0,572.0,712.0,803.0,,,NY,2005,,,65.0,,,,,,,,,,,235469.0,8680.0,8680.0,36065.0,,,,,,,
83351,36.0,,,Allegany County,,Allegany County,,453.0,454.0,545.0,657.0,821.0,,,NY,2005,,,3.0,,,,,,,,,,,49927.0,360000003.0,9999.0,36003.0,,,,,,,
83352,36.0,,,Cattaraugus County,,Cattaraugus County,,449.0,450.0,540.0,700.0,800.0,,,NY,2005,,,9.0,,,,,,,,,,,83955.0,360000009.0,9999.0,36009.0,,,,,,,
83353,36.0,,,Chenango County,,Chenango County,,457.0,458.0,550.0,682.0,966.0,,,NY,2005,,,17.0,,,,,,,,,,,51401.0,360000017.0,9999.0,36017.0,,,,,,,
83354,36.0,,,Clinton County,,Clinton County,,515.0,516.0,622.0,781.0,1091.0,,,NY,2005,,,19.0,,,,,,,,,,,79894.0,360000019.0,9999.0,36019.0,,,,,,,
83355,36.0,,,Columbia County,,Columbia County,,553.0,565.0,667.0,811.0,882.0,,,NY,2005,,,21.0,,,,,,,,,,,63094.0,360000021.0,9999.0,36021.0,,,,,,,
83356,36.0,,,Cortland County,,Cortland County,,467.0,469.0,584.0,772.0,997.0,,,NY,2005,,,23.0,,,,,,,,,,,48599.0,360000023.0,9999.0,36023.0,,,,,,,
83357,36.0,,,Delaware County,,Delaware County,,464.0,466.0,559.0,686.0,885.0,,,NY,2005,,,25.0,,,,,,,,,,,48055.0,360000025.0,9999.0,36025.0,,,,,,,
83358,36.0,,,Essex County,,Essex County,,481.0,482.0,579.0,770.0,812.0,,,NY,2005,,,31.0,,,,,,,,,,,38851.0,360000031.0,9999.0,36031.0,,,,,,,
83359,36.0,,,Franklin County,,Franklin County,,434.0,435.0,523.0,675.0,776.0,,,NY,2005,,,33.0,,,,,,,,,,,51134.0,360000033.0,9999.0,36033.0,,,,,,,
83360,36.0,,,Fulton County,,Fulton County,,374.0,461.0,575.0,687.0,734.0,,,NY,2005,,,35.0,,,,,,,,,,,55073.0,360000035.0,9999.0,36035.0,,,,,,,
83361,36.0,,,Greene County,,Greene County,,463.0,537.0,633.0,859.0,885.0,,,NY,2005,,,39.0,,,,,,,,,,,48195.0,360000039.0,9999.0,36039.0,,,,,,,
83362,36.0,,,Hamilton County,,Hamilton County,,486.0,488.0,585.0,748.0,902.0,,,NY,2005,,,41.0,,,,,,,,,,,5379.0,360000041.0,9999.0,36041.0,,,,,,,
83363,36.0,,,Jefferson County,,Jefferson County,,498.0,499.0,600.0,787.0,832.0,,,NY,2005,,,45.0,,,,,,,,,,,111738.0,360000045.0,9999.0,36045.0,,,,,,,
83364,36.0,,,Lewis County,,Lewis County,,442.0,443.0,533.0,667.0,735.0,,,NY,2005,,,49.0,,,,,,,,,,,26944.0,360000049.0,9999.0,36049.0,,,,,,,
83365,36.0,,,Otsego County,,Otsego County,,481.0,490.0,579.0,788.0,828.0,,,NY,2005,,,77.0,,,,,,,,,,,61676.0,360000077.0,9999.0,36077.0,,,,,,,
83366,36.0,,,St. Lawrence County,,St. Lawrence County,,450.0,451.0,542.0,689.0,804.0,,,NY,2005,,,89.0,,,,,,,,,,,111931.0,360000089.0,9999.0,36089.0,,,,,,,
83367,36.0,,,Schuyler County,,Schuyler County,,494.0,495.0,595.0,777.0,868.0,,,NY,2005,,,97.0,,,,,,,,,,,19224.0,360000097.0,9999.0,36097.0,,,,,,,
83368,36.0,,,Seneca County,,Seneca County,,519.0,520.0,625.0,812.0,1039.0,,,NY,2005,,,99.0,,,,,,,,,,,33342.0,360000099.0,9999.0,36099.0,,,,,,,
83369,36.0,,,Steuben County,,Steuben County,,474.0,475.0,571.0,744.0,813.0,,,NY,2005,,,101.0,,,,,,,,,,,98726.0,360000101.0,9999.0,36101.0,,,,,,,
83370,36.0,,,Sullivan County,,Sullivan County,,474.0,550.0,706.0,915.0,1036.0,,,NY,2005,,,105.0,,,,,,,,,,,73966.0,360000105.0,9999.0,36105.0,,,,,,,
83371,36.0,,,Tompkins County,,Tompkins County,,629.0,634.0,759.0,905.0,1065.0,,,NY,2005,,,109.0,,,,,,,,,,,96501.0,360000109.0,9999.0,36109.0,,,,,,,
83372,36.0,,,Ulster County,,Ulster County,,581.0,651.0,781.0,989.0,1194.0,,,NY,2005,,,111.0,,,,,,,,,,,177749.0,360000111.0,9999.0,36111.0,,,,,,,
83373,36.0,,,Wyoming County,,Wyoming County,,458.0,472.0,551.0,803.0,857.0,,,NY,2005,,,121.0,,,,,,,,,,,43424.0,360000121.0,9999.0,36121.0,,,,,,,
83374,36.0,,,Yates County,,Yates County,,475.0,491.0,574.0,731.0,753.0,,,NY,2005,,,123.0,,,,,,,,,,,24621.0,360000123.0,9999.0,36123.0,,,,,,,
86140,36,,,Albany County,,"Albany--Schenectady--Troy, NY MSA",,444.0,548.0,673.0,844.0,943.0,,,NY,2004,,,1.0,,,,,,,,,,,294565.0,,160.0,,40.0,New York,,,,,
86141,36,,,Montgomery County,,"Albany--Schenectady--Troy, NY MSA",,444.0,548.0,673.0,844.0,943.0,,,NY,2004,,,57.0,,,,,,,,,,,49708.0,,160.0,,40.0,New York,,,,,
86142,36,,,Rensselaer County,,"Albany--Schenectady--Troy, NY MSA",,444.0,548.0,673.0,844.0,943.0,,,NY,2004,,,83.0,,,,,,,,,,,152538.0,,160.0,,40.0,New York,,,,,
86143,36,,,Saratoga County,,"Albany--Schenectady--Troy, NY MSA",,444.0,548.0,673.0,844.0,943.0,,,NY,2004,,,91.0,,,,,,,,,,,200635.0,,160.0,,40.0,New York,,,,,
86144,36,,,Schenectady County,,"Albany--Schenectady--Troy, NY MSA",,444.0,548.0,673.0,844.0,943.0,,,NY,2004,,,93.0,,,,,,,,,,,146555.0,,160.0,,40.0,New York,,,,,
86145,36,,,Schoharie County,,"Albany--Schenectady--Troy, NY MSA",,444.0,548.0,673.0,844.0,943.0,,,NY,2004,,,95.0,,,,,,,,,,,31582.0,,160.0,,40.0,New York,,,,,
86146,36,,,Broome County,,"Binghamton, NY MSA",,398.0,447.0,558.0,707.0,794.0,,,NY,2004,,,7.0,,,,,,,,,,,200536.0,,960.0,,40.0,New York,,,,,
86147,36,,,Tioga County,,"Binghamton, NY MSA",,398.0,447.0,558.0,707.0,794.0,,,NY,2004,,,107.0,,,,,,,,,,,51784.0,,960.0,,40.0,New York,,,,,
86148,36,,,Erie County,,"Buffalo--Niagara Falls, NY MSA",,437.0,517.0,624.0,778.0,873.0,,,NY,2004,,,29.0,,,,,,,,,,,950265.0,,1280.0,,50.0,New York,,,,,
86149,36,,,Niagara County,,"Buffalo--Niagara Falls, NY MSA",,437.0,517.0,624.0,778.0,873.0,,,NY,2004,,,63.0,,,,,,,,,,,219846.0,,1280.0,,50.0,New York,,,,,
86150,36,,,Dutchess County,,"Dutchess County, NY PMSA",,701.0,889.0,1101.0,1429.0,1670.0,,,NY,2004,,,27.0,,,,,,,,,,,280150.0,,2281.0,,40.0,New York,,,,,
86151,36,,,Chemung County,,"Elmira, NY MSA",,400.0,449.0,552.0,699.0,833.0,,,NY,2004,,,15.0,,,,,,,,,,,91070.0,,2335.0,,40.0,New York,,,,,
86152,36,,,Warren County,,"Glens Falls, NY MSA",,391.0,509.0,621.0,778.0,869.0,,,NY,2004,,,113.0,,,,,,,,,,,63303.0,,2975.0,,40.0,New York,,,,,
86153,36,,,Washington County,,"Glens Falls, NY MSA",,391.0,509.0,621.0,778.0,869.0,,,NY,2004,,,115.0,,,,,,,,,,,61042.0,,2975.0,,40.0,New York,,,,,
86154,36,,,Chautauqua County,,"Jamestown, NY MSA",,398.0,447.0,538.0,695.0,795.0,,,NY,2004,,,13.0,,,,,,,,,,,139750.0,,3610.0,,40.0,New York,,,,,
86155,36,,,Nassau County,,"Nassau--Suffolk, NY PMSA",,966.0,1163.0,1419.0,1976.0,2117.0,,,NY,2004,,,59.0,,,,,,,,,,,1334544.0,,5380.0,,40.0,New York,,,,,
86156,36,,,Suffolk County,,"Nassau--Suffolk, NY PMSA",,966.0,1163.0,1419.0,1976.0,2117.0,,,NY,2004,,,103.0,,,,,,,,,,,1419369.0,,5380.0,,40.0,New York,,,,,
86157,36,,,Bronx County,,"New York, NY PMSA",,936.0,1041.0,1184.0,1480.0,1659.0,,,NY,2004,,,5.0,,,,,,,,,,,1332650.0,,5600.0,,40.0,New York,,,,,
86158,36,,,Kings County,,"New York, NY PMSA",,936.0,1041.0,1184.0,1480.0,1659.0,,,NY,2004,,,47.0,,,,,,,,,,,2465326.0,,5600.0,,40.0,New York,,,,,
86159,36,,,New York County,,"New York, NY PMSA",,936.0,1041.0,1184.0,1480.0,1659.0,,,NY,2004,,,61.0,,,,,,,,,,,1537195.0,,5600.0,,40.0,New York,,,,,
86160,36,,,Putnam County,,"New York, NY PMSA",,936.0,1041.0,1184.0,1480.0,1659.0,,,NY,2004,,,79.0,,,,,,,,,,,95745.0,,5600.0,,40.0,New York,,,,,
86161,36,,,Queens County,,"New York, NY PMSA",,936.0,1041.0,1184.0,1480.0,1659.0,,,NY,2004,,,81.0,,,,,,,,,,,2229379.0,,5600.0,,40.0,New York,,,,,
86162,36,,,Richmond County,,"New York, NY PMSA",,936.0,1041.0,1184.0,1480.0,1659.0,,,NY,2004,,,85.0,,,,,,,,,,,443728.0,,5600.0,,40.0,New York,,,,,
86163,36,,,Rockland County,,"New York, NY PMSA",,936.0,1041.0,1184.0,1480.0,1659.0,,,NY,2004,,,87.0,,,,,,,,,,,286753.0,,5600.0,,40.0,New York,,,,,
86164,36,,,Westchester County,,Westchester County MSA*,,878.0,1145.0,1395.0,1811.0,2163.0,,,NY,2004,,,119.0,,,,,,,,,,,923459.0,,5601.0,,40.0,New York,,,,,
86165,36,,,Orange County,,"Newburgh, NY--PA PMSA",,573.0,742.0,910.0,1154.0,1316.0,,,NY,2004,,,71.0,,,,,,,,,,,341367.0,,5660.0,,40.0,New York,,,,,
86166,36,,,Genesee County,,"Rochester, NY MSA",,424.0,552.0,669.0,859.0,938.0,,,NY,2004,,,37.0,,,,,,,,,,,60370.0,,6840.0,,40.0,New York,,,,,
86167,36,,,Livingston County,,"Rochester, NY MSA",,424.0,552.0,669.0,859.0,938.0,,,NY,2004,,,51.0,,,,,,,,,,,64328.0,,6840.0,,40.0,New York,,,,,
86168,36,,,Monroe County,,"Rochester, NY MSA",,424.0,552.0,669.0,859.0,938.0,,,NY,2004,,,55.0,,,,,,,,,,,735343.0,,6840.0,,40.0,New York,,,,,
86169,36,,,Ontario County,,"Rochester, NY MSA",,424.0,552.0,669.0,859.0,938.0,,,NY,2004,,,69.0,,,,,,,,,,,100224.0,,6840.0,,40.0,New York,,,,,
86170,36,,,Orleans County,,"Rochester, NY MSA",,424.0,552.0,669.0,859.0,938.0,,,NY,2004,,,73.0,,,,,,,,,,,44171.0,,6840.0,,40.0,New York,,,,,
