SQGDP2 Gross domestic product (GDP) by state 1
SQGDP2 Gross domestic product (GDP) by state 1
State or DC
GeoFIPS,GeoName,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,2023:Q2,2023:Q3,2023:Q4,2024:Q1,2024:Q2,2024:Q3,2024:Q4,2025:Q1,2025:Q2,2025:Q3
25000,Massachusetts,298395.0,301345.4,306309.2,308044.7,314190.0,318164.2,318478.1,326719.6,329571.0,333268.4,339231.3,343195.8,345083.3,347284.0,344449.6,340019.9,342513.7,341530.5,344829.3,348279.8,355171.9,361919.6,369406.2,369285.7,365253.3,378107.5,374706.8,383486.5,387709.8,395219.4,397821.6,397813.0,399172.0,400506.8,406222.6,410762.4,408406.8,414396.5,423602.8,432487.3,437609.0,446259.9,446586.5,453080.4,454665.0,460167.1,467101.6,466566.8,468024.4,472279.1,479881.1,486362.8,495556.6,502646.1,506664.3,509153.0,519425.7,526509.4,535973.8,541367.0,545980.3,498138.5,541612.9,555575.3,567447.7,584900.9,602117.8,612695.0,618292.5,629269.8,636245.6,661112.8,660282.4,670212.8,679940.2,689561.6,697767.6,711003.1,718285.3,718231.4,730354.9,744067.7,758123.0
26000,Michigan,357629.3,359385.1,357323.1,357351.4,355033.8,357717.0,357791.5,357081.7,364818.5,366090.4,367143.7,358710.3,350433.8,346373.4,340579.7,337187.2,317726.9,321119.2,323379.5,330237.8,329708.9,341798.9,351056.1,350404.8,354101.3,354592.3,358707.4,370871.2,372089.0,377691.5,379927.9,380432.4,388350.6,389395.3,393700.4,397552.9,396553.9,405388.7,411305.6,413038.5,419327.5,426725.9,431425.4,433569.7,435229.3,443964.6,444879.9,449174.3,448298.4,450881.1,451987.1,457938.7,468598.7,471723.4,472759.3,472116.5,473942.2,481009.2,489087.1,493303.2,486777.5,424128.7,488555.2,492909.0,496567.1,512730.6,517970.4,530774.7,545414.5,557659.9,568664.7,581812.8,597051.1,607231.8,619917.5,622459.8,624164.1,635130.8,635966.6,640952.4,640134.9,650903.6,665276.4
27000,Minnesota,215613.2,217034.2,222428.6,221702.9,223797.4,228105.3,225124.7,226716.6,229195.2,234436.6,235161.8,238016.6,239657.8,239847.2,244011.9,237836.3,232909.8,232001.6,232538.5,236810.1,237562.4,241904.2,246139.5,253737.2,252104.3,258952.6,258797.2,260283.7,266197.4,267276.4,270553.7,270630.3,275615.6,277400.8,283932.1,285733.2,285004.6,291905.7,297452.8,297048.8,301745.3,301477.8,304590.3,305953.7,306119.7,308841.3,314616.7,316316.9,320088.9,319037.2,318653.3,324054.5,330765.8,335244.3,339211.9,341069.4,340074.2,344393.8,349846.1,353222.8,346566.6,318903.2,344751.9,351339.3,361680.5,376720.7,378892.9,389680.1,399441.9,413590.3,423225.1,427012.9,431922.2,434843.7,442206.3,448128.5,450938.7,456604.2,465337.4,468269.0,470254.3,477297.9,485607.1
28000,Mississippi,66968.9,67417.9,68660.7,71886.7,71274.3,73212.5,73774.8,74370.6,74740.4,75160.5,76627.0,77839.1,78203.4,79620.1,78878.8,77064.7,75542.0,74924.9,74639.6,75369.8,75777.5,77321.4,78245.3,78856.6,77994.0,78992.2,79895.3,81128.2,83713.1,83999.4,83686.0,82482.4,85277.3,83876.6,86430.8,85349.8,85045.7,87625.4,87504.1,87587.9,86858.0,87842.1,88474.8,88348.6,88317.2,88352.3,88415.1,88974.5,90328.4,89976.1,90568.3,91501.4,92418.8,93713.7,93366.2,93598.1,93418.2,94494.0,96238.3,98085.6,98199.6,87995.9,99252.8,100923.3,104738.5,107466.6,109212.9,112681.4,114788.7,118189.6,120632.5,124140.0,125837.8,126619.6,129257.2,130509.3,131184.9,132705.2,134613.9,135938.1,137260.3,137763.2,140955.2
29000,Missouri,197362.1,200250.8,202090.4,204102.6,205593.0,208444.1,207822.8,208693.8,208396.6,213769.2,216516.4,219662.8,221418.9,226228.9,224153.8,230003.7,222294.1,220281.0,221715.9,223471.5,226694.7,228788.3,230380.7,230869.8,227368.9,229530.5,231201.9,233805.3,237412.5,239451.2,239437.6,241016.6,247341.7,247214.7,248863.5,250678.4,248136.9,252836.8,257207.2,260031.5,261067.7,264279.4,266167.5,264362.4,266283.2,267290.8,267874.7,271080.0,270920.7,273267.1,275085.9,278224.8,278159.4,282271.4,283677.7,285824.4,288686.4,293344.1,299156.3,302916.5,299824.7,274907.8,301685.3,309220.5,313369.0,324131.9,328554.4,336036.8,343468.3,353562.8,360725.2,367812.8,376203.1,382183.1,388430.0,393151.7,395455.1,399506.9,404486.2,408409.6,409121.3,415666.8,424908.4
30000,Montana,25317.8,25474.6,26047.6,26857.4,26943.1,27592.0,28288.7,28721.7,29785.0,30535.0,30745.9,31312.6,31316.1,31634.5,31589.9,30443.6,29990.1,29525.5,29872.1,30220.9,31397.7,31495.5,32062.6,32691.4,33491.5,34039.0,34450.9,35179.1,35620.2,35413.0,35812.6,36037.7,36926.3,37001.1,37396.2,37356.3,37687.3,38525.5,38925.7,39076.6,39474.3,39954.2,40043.4,39263.6,38230.7,38206.0,38695.7,39718.3,40301.4,41232.5,41326.9,41598.2,43260.0,43673.0,43694.3,44167.9,44272.6,44522.6,45500.2,45742.5,44721.2,41428.5,46248.2,47793.6,49189.7,51493.3,52361.2,54566.2,58438.9,60468.7,61084.2,61991.8,64229.6,64763.7,66318.3,66758.3,67023.1,68181.9,69003.1,70435.8,70584.1,71466.5,72953.0
31000,Nebraska,63127.9,64405.3,65720.1,67031.4,66645.9,69629.8,68491.3,69391.3,72218.0,73016.7,73459.7,75227.3,74734.2,75979.0,75587.5,72932.5,75694.1,74759.0,75519.3,77244.4,77102.4,78804.0,79884.3,80797.1,86386.7,86910.3,87744.7,89335.6,88364.6,90021.0,89952.4,91041.5,94449.5,93732.7,94566.5,93742.4,96535.3,99472.1,99228.3,100172.3,101614.3,103169.9,103927.0,103837.6,102185.8,103719.6,105178.9,106811.3,105999.8,107679.0,108050.6,109707.7,112010.8,111496.2,111555.0,113226.6,113004.9,114668.5,117539.0,120536.4,117875.2,109683.6,119974.1,123907.1,127273.3,133644.3,136022.6,137341.5,144249.4,148093.7,152576.8,153618.4,162976.7,163248.3,165681.9,166787.2,166437.5,168745.0,169289.6,171012.4,171791.2,174799.8,178847.6
32000,Nevada,101597.9,106269.3,106702.2,108848.0,111701.3,114536.8,114741.3,116620.4,117211.3,117806.7,119137.4,121597.5,118276.8,117329.6,117185.3,114244.5,110399.0,107991.2,106977.7,107630.7,108018.9,109746.3,111399.0,112458.7,111585.4,114735.4,114467.4,115031.5,115720.1,115747.2,115710.3,115128.1,117402.5,117240.1,118938.0,120612.8,118545.7,120082.2,122332.8,124483.1,125830.1,128887.6,130598.7,132445.0,132218.8,134527.7,138703.6,139483.9,143190.1,144734.1,146719.5,147969.6,152155.8,153377.4,154573.3,157563.0,161111.7,163813.9,167094.8,169971.2,167936.4,138483.1,158265.4,161514.5,167536.3,178311.2,186399.9,194127.5,200161.4,209466.8,214307.2,218924.9,223964.9,227345.7,233176.8,236293.4,239102.1,242192.9,244509.1,247317.5,248732.7,252021.1,256798.2
33000,New Hampshire,49483.4,50183.3,50713.4,50850.6,51704.7,52266.7,53203.7,55570.6,53742.6,55417.0,54507.9,54825.7,54683.8,54501.9,54585.1,53873.4,54520.9,54584.4,56275.4,56079.3,56042.9,57623.0,57583.7,57766.3,57113.2,58435.4,58847.0,59969.1,59384.1,60031.8,60713.5,61747.4,62022.9,62265.3,63084.3,63651.0,63100.3,65057.6,65100.6,66910.4,66941.8,68529.8,69363.8,70925.8,70341.7,71221.1,71712.6,71574.7,71594.3,71667.0,73219.5,73330.0,74580.9,74753.9,75183.4,75257.3,77871.2,78334.2,79132.6,79499.5,81081.1,73081.2,81362.3,83367.6,83786.0,89478.0,91130.8,94989.8,93232.2,96376.3,98526.3,100129.1,101613.8,103205.2,104892.4,106284.1,106707.4,107994.0,108621.6,109494.1,110976.0,112612.0,115286.1
34000,New Jersey,379013.9,383846.8,390015.1,392360.7,398635.8,407219.6,408289.1,412606.4,410572.8,419096.4,422524.8,430639.2,438112.8,438385.5,439875.1,432234.0,424850.0,419696.7,423464.0,426617.3,430125.7,431337.5,435905.0,434339.8,429198.4,435379.1,438600.8,447781.4,456007.5,458656.0,463788.0,459327.7,474545.6,471873.6,473730.8,478948.8,473685.0,480730.8,486275.3,490766.1,497024.3,504472.9,507244.6,508461.9,514677.3,516689.8,518425.1,521007.5,520178.6,522910.6,530705.6,535809.6,546917.3,551991.0,557635.5,561496.9,566997.5,573284.9,581233.3,585291.4,584681.4,518636.9,575062.0,584719.7,601724.3,613200.4,631246.6,655667.7,664717.0,681485.5,693391.2,705976.3,716993.5,725059.4,740279.0,749266.6,754828.5,764847.8,772410.6,780485.7,785890.4,799453.3,816014.3
35000,New Mexico,55704.0,56272.2,56414.2,58018.8,58874.9,59659.3,60818.4,60880.2,61278.9,62686.4,63393.2,63615.7,63394.7,65927.2,66346.8,65322.2,63370.6,62378.6,62703.9,63294.0,63932.8,63530.4,64208.4,66517.5,64614.6,66709.2,66645.8,67425.4,66997.3,67312.3,66318.5,65581.5,66456.5,66864.2,67769.1,68417.7,68853.8,70523.6,71743.9,72170.5,69116.2,69307.4,68979.1,67701.1,66961.8,67716.2,67808.8,68972.5,69248.0,69849.1,70485.3,71744.3,73671.3,75219.6,75734.1,76559.7,77132.0,78963.6,80324.8,80841.3,78923.6,68741.8,76370.2,78150.2,81996.9,85048.5,88566.1,93334.9,97012.9,101751.1,103765.7,103801.4,105125.8,107052.3,110023.8,112803.6,112352.1,115804.1,116887.3,117896.4,118880.0,119140.4,121127.2
36000,New York,867833.9,881845.0,902449.2,923104.1,947767.4,946801.8,950053.6,967719.0,1005218.5,980765.6,989558.6,983406.5,983744.1,971684.8,982413.1,965428.9,971110.9,1017833.8,1032641.3,1053977.0,1062219.2,1091519.3,1075861.4,1075187.6,1101021.9,1094216.5,1101722.9,1117524.9,1144900.7,1172315.6,1191835.0,1213657.5,1186814.0,1200838.2,1216422.4,1246618.9,1245543.6,1266189.5,1293201.5,1317014.8,1320713.7,1347440.3,1355547.7,1342490.6,1381423.9,1398297.5,1398645.9,1416000.0,1439517.8,1441749.5,1461648.9,1501352.5,1510487.7,1531778.8,1545178.1,1536962.3,1567777.7,1599137.1,1612804.2,1629454.7,1638662.1,1485104.6,1614430.7,1643865.9,1661675.4,1714402.4,1751739.5,1828995.2,1840166.0,1847378.3,1887913.7,1914226.5,1932704.7,1957560.7,1991610.8,2004872.0,2038375.1,2089697.1,2121486.0,2146435.1,2175055.0,2212355.6,2263915.1
37000,North Carolina,303785.6,302865.8,308423.6,313311.7,332605.3,336877.7,338344.2,340654.9,347624.9,346530.7,345770.8,349122.7,361458.7,363712.3,364597.9,357634.2,343465.1,348038.4,355188.0,361431.4,354291.4,357903.5,359609.6,365503.1,362293.5,368171.8,366532.8,368023.7,378491.6,378345.8,383909.3,382713.0,389519.7,391422.0,399499.4,406572.9,408703.6,413014.5,421288.3,424345.1,433787.4,439776.9,444092.7,444008.3,452956.2,455916.1,459809.5,466538.9,470233.6,469982.6,475110.7,483085.8,486219.2,492822.0,493647.4,498079.1,503338.5,509818.5,519341.3,527910.3,528037.3,485232.1,532612.6,539169.1,557188.7,571566.0,582904.5,603886.7,618752.2,635058.3,647359.4,667253.7,688205.6,693320.3,712234.8,722200.0,730667.8,740167.3,752628.2,763740.6,768175.0,781571.2,802236.0
38000,North Dakota,20509.4,20692.9,20809.3,21094.5,21716.5,22354.8,22528.5,23005.0,23891.6,24515.3,25159.3,26214.1,27374.0,28132.4,28767.4,27999.0,27660.6,27346.8,27939.8,28434.8,29336.4,30281.5,31079.3,32380.8,33591.8,35430.3,37162.9,40318.8,43829.4,46653.0,48231.0,49337.9,48233.1,49258.4,51071.0,51076.8,52934.4,56139.2,56982.6,57078.6,53174.5,51874.3,50397.8,49246.6,46437.2,46064.0,46846.7,47470.3,49147.0,50652.7,50471.1,51368.5,52967.5,53901.2,54732.0,54340.0,54007.2,54655.3,54363.8,54082.9,52467.7,45736.1,49382.8,50679.9,54414.5,57309.8,59108.7,61102.5,63946.7,69153.4,69646.8,68854.0,68714.6,69014.7,71069.5,72056.8,71277.0,72007.6,71445.5,71808.7,72734.9,72502.5,72956.8
39000,Ohio,410889.8,414886.9,421587.2,423575.8,424849.8,428872.2,429909.8,432297.1,436488.6,440318.1,443743.8,445674.5,445971.9,448590.3,445541.5,430798.8,430040.7,422436.6,423277.6,425608.9,428052.8,435113.1,442914.0,447586.4,452236.8,459675.4,466702.8,475547.3,474791.9,480187.0,482832.3,481238.1,495340.2,496167.6,503888.5,512802.6,516649.2,528109.3,539509.9,541933.6,541991.3,548498.5,548777.6,553039.3,548312.6,556640.4,561324.7,567313.2,575208.6,579468.6,583942.4,587425.4,591623.0,596573.5,602282.4,609132.5,615370.5,624615.1,634541.9,638744.5,627712.5,568355.6,630226.3,641564.4,654517.9,676107.4,691144.2,717983.9,725577.7,742307.8,752923.8,767230.7,780651.4,789096.8,804332.9,811211.7,814917.0,825447.3,835103.9,841903.0,844796.8,859372.9,880412.7
40000,Oklahoma,102275.8,104861.9,107785.1,109074.9,121165.1,116514.9,115519.3,114808.0,118290.6,122127.9,125686.2,128821.9,131759.6,141253.7,141411.9,134955.5,124138.2,120309.6,121423.4,122006.0,124607.2,127955.1,130026.9,132818.7,132792.7,139699.5,142628.3,146564.9,148248.1,148440.0,147951.1,150867.6,154235.2,154548.9,157270.4,161253.9,163956.4,168514.4,173539.3,170494.4,159863.5,157916.0,158794.5,156863.0,149989.9,152397.1,153556.4,155588.9,158793.1,161838.2,162507.3,166246.8,169393.2,172027.7,173995.5,175560.9,173331.0,173457.0,174324.6,172480.7,164151.8,145309.0,159852.5,162784.4,171296.1,180897.8,185583.3,197017.0,200246.6,211121.3,214285.6,213507.5,214257.7,213583.5,218206.5,219944.3,218449.0,221268.4,223763.6,224563.8,227197.2,228215.6,233043.0
41000,Oregon,122370.2,123083.1,125722.2,127081.7,132130.6,131695.9,134023.7,135704.3,134537.1,137105.8,139902.5,142444.1,142133.6,142580.3,142845.5,139749.0,138103.2,135449.4,135313.0,135936.9,138517.4,138305.0,140332.4,140628.9,143916.8,144227.8,144823.9,147232.9,149357.2,150192.0,150557.0,148393.1,152134.5,152787.6,154905.4,157404.9,157511.8,161244.9,164081.8,165504.2,170321.8,171871.7,175813.2,176300.7,181238.9,183104.4,184163.4,187300.6,191649.2,195135.7,197916.9,200888.1,205298.9,206705.6,208507.5,210079.9,211728.3,213547.6,217544.2,221371.2,220959.9,203003.3,220269.4,224734.4,232660.3,238991.0,241123.1,251250.7,255767.8,257410.6,261793.8,266005.3,270887.8,273345.6,278138.5,280784.4,281387.8,287369.4,290587.9,294772.5,292274.3,296749.2,303014.2
42000,Pennsylvania,445686.7,450874.8,457927.1,463313.2,459993.7,467518.4,474425.3,478962.2,491694.3,496109.4,504487.1,514874.3,514315.8,527749.4,529033.2,521713.7,516742.2,512070.4,512168.9,523367.9,525923.9,534859.4,543601.0,547679.6,545354.0,554679.0,560810.1,569760.8,574637.0,580247.3,584713.5,582753.8,593076.3,599120.0,604665.8,612270.8,612405.2,623035.5,632863.2,636222.5,639184.5,645735.5,647870.0,648994.0,653165.7,657154.6,663710.2,669266.4,670557.0,675328.7,686432.2,693285.2,697931.3,703524.5,709182.6,711294.8,713067.9,721979.3,730712.4,736063.9,722938.5,644009.6,713588.5,724306.4,735055.1,757222.3,772865.3,801345.5,808163.6,830197.3,847741.8,864715.0,861800.0,873900.4,894379.8,905071.8,903962.4,917023.4,927359.2,935306.2,939601.1,955147.1,978989.0
44000,Rhode Island,36888.2,37741.2,37972.4,38767.9,38890.6,40339.6,41296.4,40748.3,40845.8,40272.0,40408.0,40055.3,40055.0,39836.2,39710.3,40236.5,39730.2,40462.1,41039.7,41481.5,41494.1,42053.7,42726.9,42629.1,41624.5,43041.1,43053.6,43479.8,43815.7,44309.1,44483.1,44296.0,45334.9,45121.6,45825.9,46320.4,46369.2,46795.2,47348.8,48211.4,48347.3,49055.7,49013.5,49670.9,48988.0,49831.9,50853.3,50381.5,49948.5,50233.9,51387.9,51086.0,51273.0,51535.7,51671.5,52523.2,53601.2,54058.0,54406.6,55152.9,54840.7,49014.0,54444.4,55235.9,55209.7,57830.3,58348.4,60686.7,60706.1,63332.9,63468.6,64197.9,65008.8,65849.5,67903.7,68138.9,69212.1,69815.6,70772.1,71489.6,71974.4,72788.7,74273.3
45000,South Carolina,120625.9,121392.6,122854.4,124004.6,127425.1,128404.3,129409.3,131536.4,133165.8,136334.8,138644.7,139596.5,137303.4,138029.6,137798.2,135397.9,134509.4,133318.9,134138.2,136099.7,136275.8,138135.1,140072.6,141351.1,142232.8,144631.5,144728.5,145786.3,148928.0,149116.7,149533.6,149042.9,153791.9,153109.3,157381.8,159671.3,160227.3,164512.4,166432.6,167209.3,171014.4,173514.8,177531.6,179025.9,180518.4,183359.0,184679.2,186808.9,188766.7,189288.6,190503.9,193278.8,196939.8,199893.3,201917.0,205123.6,208296.0,210184.2,214791.7,217937.0,210566.4,196325.9,216692.4,218276.2,222171.3,230059.8,234900.3,244002.5,251478.1,261114.7,268753.9,276678.0,281654.0,285306.9,293588.7,298609.6,303619.4,308209.1,312140.2,318955.7,320987.4,326697.8,333698.0
46000,South Dakota,27095.4,26993.4,27304.1,27509.1,28054.4,28491.9,28695.6,28798.0,30903.7,31266.5,30989.9,31415.3,33619.3,33054.8,32577.3,31175.7,31776.9,31958.6,32379.0,32669.6,32300.4,32660.9,33874.6,34610.5,35808.0,36682.0,37337.1,38914.9,39455.7,39736.2,37771.3,40161.7,40593.4,40786.7,40970.7,40818.5,42288.5,42943.5,42135.8,41586.6,42551.3,42976.4,43571.9,45006.1,43118.3,44122.0,45365.7,45609.3,46684.8,46285.0,45753.2,45297.3,47600.0,46953.4,47178.3,47821.7,47415.1,48237.3,49695.7,50592.4,50600.8,46903.1,51437.0,52875.1,53897.1,56812.6,57665.4,58610.0,60673.6,62470.9,63490.9,63554.7,66435.7,66252.7,67548.1,67824.1,67586.5,68422.9,68881.5,69948.1,70241.0,71378.5,73151.1
47000,Tennessee,200371.6,201919.6,205104.0,206971.8,210412.3,214022.6,214621.3,217914.2,215323.8,218759.1,221825.0,225703.7,224486.1,225364.4,226564.8,221868.3,220933.2,218681.0,218841.0,222284.0,224360.8,226149.2,227775.3,230090.2,231341.3,235292.5,238876.5,242502.1,247000.4,252221.5,251895.7,254300.8,260193.1,258513.9,262008.3,264760.1,265033.9,269331.7,273180.9,276073.7,281740.6,288434.2,292050.5,293568.7,295593.3,298782.4,302778.7,307993.5,311781.4,313055.5,317029.0,323460.6,325684.7,327993.2,331631.7,332199.8,338803.7,342178.3,348210.8,351498.5,356539.3,313957.5,356338.9,366041.6,382750.1,392875.6,402132.9,418409.4,427498.5,436035.2,445361.8,458872.5,469457.2,475468.8,486016.1,493811.5,497207.4,506567.6,513007.6,516061.9,519872.7,528120.7,539773.3
48000,Texas,870091.9,876113.1,900122.1,928651.0,964405.4,985838.0,1001697.2,1016821.4,1037096.2,1072704.6,1082774.5,1104825.9,1108935.1,1141801.1,1140528.1,1093485.8,1045546.5,1023570.4,1030752.1,1056355.0,1087557.8,1095511.6,1115224.5,1139711.5,1166225.4,1203367.9,1212630.0,1236851.4,1259092.9,1265241.1,1276836.3,1310280.4,1336842.8,1359151.2,1388245.6,1395757.2,1400002.1,1434520.8,1451226.0,1435581.3,1422314.5,1415585.1,1416978.0,1411180.0,1382623.5,1402516.1,1415363.3,1426917.3,1451090.3,1463543.5,1488570.5,1535815.9,1577131.6,1613049.2,1636591.6,1649501.4,1644629.2,1663968.6,1684549.9,1692946.2,1636564.3,1480510.0,1624681.6,1680624.0,1763345.3,1860913.5,1938408.4,2055978.5,2150299.2,2264931.8,2304738.6,2317852.9,2370415.7,2368519.0,2425042.8,2461002.1,2462015.4,2512394.7,2543885.9,2569034.4,2582513.9,2614203.0,2668718.4
49000,Utah,78615.0,80400.4,82734.3,85724.8,88764.2,90980.8,93281.7,95939.7,97170.6,100392.0,100720.3,101603.0,100131.9,102496.1,102169.3,98579.2,98173.9,96776.1,97006.5,97749.0,99375.5,99474.2,101921.2,104708.0,105192.0,107494.2,108409.4,109222.9,111431.4,111601.1,111511.6,113380.5,115625.2,116631.8,118788.2,119468.0,121715.5,123660.8,125017.8,126276.0,128206.3,130311.4,131426.7,133167.7,134855.2,137493.8,140720.3,144040.2,145566.4,148493.2,152739.0,156907.4,160196.7,163756.8,166629.7,169002.4,175218.4,175718.3,180588.9,181988.7,180335.3,171818.0,185308.6,191173.8,198300.3,204562.9,209977.1,219777.8,225194.7,232870.4,237833.9,242843.0,247664.2,251082.1,256953.5,258895.4,262438.2,266549.5,269931.9,273509.5,277515.8,281148.0,286656.6
50000,Vermont,20173.8,20286.0,20513.0,20707.2,21011.0,21007.0,21035.1,20968.5,20989.5,21312.8,21593.1,21747.8,22184.2,22334.9,22494.2,22367.3,22217.4,22064.7,22409.5,22781.7,22927.8,23485.7,23884.9,23940.9,23818.5,24250.9,24496.2,25206.5,25045.9,25599.7,25398.5,24880.6,25203.1,25115.5,25034.3,25390.3,25357.0,25738.9,26357.9,26655.6,26452.6,26509.1,26979.3,26850.6,26954.7,27261.4,27417.9,27659.4,27756.5,27853.0,28042.2,28311.7,28552.6,28799.6,28728.0,28867.0,29414.7,29526.6,30202.5,30405.4,30654.9,26873.2,30027.5,30406.8,30873.6,31607.4,32364.8,33232.6,34654.7,35389.0,36029.5,36994.8,37447.3,37854.7,38309.9,39131.2,39295.7,39975.3,40565.8,40941.9,41042.6,41623.7,42455.8
51000,Virginia,286315.6,291955.6,298356.7,300058.9,307000.1,309116.4,311361.4,312004.8,316985.6,318987.3,323205.1,324182.5,323631.9,327321.0,330745.1,329295.7,328601.2,331330.5,333041.4,338135.4,338522.3,345054.2,348254.4,350052.9,347228.8,350867.7,353479.8,357070.4,358697.7,361318.3,364382.0,363386.7,371568.3,369967.9,373117.2,375834.3,372606.5,377433.1,381491.2,384102.0,388051.9,395227.0,400074.8,400674.0,398150.7,404288.3,408615.2,414292.7,414311.9,417472.7,422658.9,428512.8,435046.8,440029.3,443970.2,446411.7,452918.6,458805.1,468475.8,473276.7,469309.6,435517.9,472337.3,480839.6,494418.4,505364.1,514957.3,530460.9,536169.4,547067.2,563377.6,573495.7,588473.3,599842.9,609738.0,621352.6,623223.9,632841.5,639330.5,648073.8,650763.4,659341.4,673305.5
53000,Washington,244702.1,249407.3,251935.5,257431.5,262635.8,265266.5,269813.9,275947.7,280018.6,290967.4,299068.9,305192.0,298406.6,300875.3,305079.8,299180.9,294037.8,294802.2,295053.7,300926.9,299080.5,307430.5,310997.2,315137.4,315483.7,319451.5,322326.6,329470.1,335777.7,340110.4,344589.9,341853.2,352284.9,353813.0,362118.1,363649.3,367451.5,373797.8,385193.2,388849.4,396323.1,403376.4,410011.3,409407.4,417608.1,418047.0,424249.5,435423.4,444867.7,452175.5,462505.5,473880.8,487235.3,494026.0,504029.7,507081.2,522333.2,528802.5,538265.2,545210.5,540212.0,506779.3,557907.2,557494.1,577069.7,599597.3,605922.6,628147.2,634653.5,647817.7,664069.7,679984.8,696131.0,701453.6,718624.3,729842.2,738333.9,761123.6,766329.5,777159.3,777336.5,789898.1,803556.7
54000,West Virginia,43065.4,44343.6,45090.7,46276.5,46933.0,47750.9,48171.3,48280.9,48626.4,49568.3,50114.8,50453.8,50598.1,52852.7,54100.5,53659.2,53542.2,52804.4,52856.0,54139.4,53861.7,54481.8,56279.0,56354.1,56102.9,58528.7,58898.1,59541.0,59547.3,59431.8,58529.3,57929.9,59809.8,59899.5,60468.4,60708.1,60340.2,61854.0,62258.5,61745.4,59642.5,60597.6,60238.7,59492.4,58719.5,59376.6,60050.6,60312.4,62836.7,62600.5,63364.1,64551.0,65831.9,67447.9,68599.0,68529.3,67058.2,67611.6,67833.7,67773.8,65912.1,58031.9,65789.7,66958.3,69927.1,71524.1,73832.5,77669.8,79901.1,85397.1,87174.9,85957.6,85095.5,85331.5,86896.2,89093.6,90420.2,91108.7,90728.8,91377.8,91922.0,91911.4,93758.8
55000,Wisconsin,197983.3,200028.1,203158.1,203338.1,207467.6,210258.1,211269.3,213702.4,214808.0,217413.3,219276.0,218597.4,216988.3,217490.3,217771.2,214988.1,212879.8,213363.7,215947.6,219013.2,219779.7,222728.4,225464.5,229006.5,228096.5,231776.9,235247.6,238094.2,241137.5,244182.5,243926.3,243757.2,248500.1,248146.3,251824.9,255123.8,254502.2,261904.5,265790.3,267104.7,271180.1,273222.6,276236.8,276325.0,277987.3,280202.8,281757.9,283846.9,283709.2,285415.4,287788.4,291392.6,296038.4,298006.8,300125.9,302157.0,304335.4,308265.2,311345.8,315447.3,309915.1,286809.1,312886.4,316807.9,318244.4,326231.2,330199.6,342098.0,350655.3,359261.3,367172.3,373453.4,380712.0,385305.6,393026.1,398517.1,400169.4,405492.6,411677.8,415059.0,415792.6,422445.0,431797.9
56000,Wyoming,21994.2,23156.3,23968.7,25808.9,26773.9,28288.0,29727.5,29779.2,30583.0,32067.5,32591.9,34375.8,35921.2,39266.7,39629.2,36463.3,33462.6,30765.5,30213.6,30387.9,32172.9,31920.7,32507.8,32764.2,33380.3,34604.6,34399.4,34883.8,34146.4,33486.4,32488.6,32435.8,33566.7,33163.7,33700.3,33500.5,33860.8,34704.3,35015.8,34522.1,32986.4,32776.9,32540.3,31555.4,30114.2,29940.8,29812.1,29839.8,30753.5,31326.3,31135.5,31978.7,32539.1,33048.6,33478.4,33692.0,33084.5,33389.1,33863.8,34175.0,32809.5,27648.8,30404.3,30936.3,33330.8,35014.6,36063.8,38430.5,41288.8,43059.8,43023.9,42777.2,43363.1,43325.0,44660.1,44696.3,42895.8,43647.8,43950.0,43790.8,44023.9,43942.1,44635.7
91000,New England,625990.0,631781.5,639383.2,647408.9,663239.7,670791.8,674088.5,688032.0,697483.3,703377.2,709327.9,711989.9,725563.2,724072.6,715433.1,701219.0,710458.2,708431.6,715839.9,722562.9,728876.0,740861.8,750343.2,748743.9,738260.4,758655.2,755897.6,770169.8,776750.9,787517.1,791266.3,791944.8,793765.4,793282.2,803965.3,811542.2,805752.3,819387.1,834992.5,852097.4,860798.9,875216.4,877685.0,886965.5,888917.1,897846.3,907123.6,910430.5,911957.6,921825.4,935371.2,945407.4,958472.7,966282.2,975126.0,977876.2,993587.5,1005764.1,1021877.5,1033740.2,1032639.2,940855.5,1026807.4,1048679.8,1063365.2,1100317.0,1126799.8,1152162.6,1165095.7,1188607.4,1204609.7,1242936.4,1249657.7,1267813.0,1287816.6,1305196.2,1317475.8,1338790.4,1353347.8,1359252.5,1375875.2,1400386.4,1429532.6
